adenoma	DOID_657	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
pancreatic cancer	DOID_4905	hsa-mir-99a	up-regulated	microarray	2007.0	MicroRNA expression patterns to differentiate pancreatic adenocarcinoma from normal pancreas and chronic pancreatitis.
pancreatic cancer	DOID_4905	hsa-let-7f-1	up-regulated	Northern blot, qRT-PCR etc	2006.0	Expression profiling identifies microRNA signature in pancreatic cancer.
pituitary adenoma	DOID_3829	hsa-let-7e	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-16-1	down-regulated	Northern blot, qRT-PCR etc	2005.0	miR-15a and miR-16-1 down-regulation in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-164	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-7-1	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-7-3	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-24-1	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-136	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-192-2	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-192-3	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-26a	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-26b	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-100-1	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-100-2	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-103	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-103-2	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-212	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-138-2	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-9-3	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-128a	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-197	up-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-15a	down-regulated	Northern blot, qRT-PCR etc	2005.0	miR-15a and miR-16-1 down-regulation in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-let-7a-1	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-223	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-149	up-regulated	Northern blot, qRT-PCR etc	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-let-7f-1	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
pituitary adenoma	DOID_3829	hsa-mir-132	down-regulated	microarray	2007.0	Identification of differentially expressed microRNAs by microarray: a possible role for microRNA genes in pituitary adenomas.
primary myelofibrosis	DOID_5737	hsa-mir-146b	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression profiling of megakaryocytes in primary myelofibrosis and essential thrombocythemia
primary myelofibrosis	DOID_5737	hsa-mir-223	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression profiling of megakaryocytes in primary myelofibrosis and essential thrombocythemia
prion disease	DOID_649	hsa-mir-342-3p	up-regulated	northern blot, qRT-PCR etc	2009.0	Upregulation of miRNA hsa-miR-342-3p in experimental and idiopathic prion disease.
prostate cancer	DOID_10286	hsa-let-7g	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7g	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-24	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-146a	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-let-7d	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125b	down-regulated	Northern blot, qRT-PCR etc	2007.0	Widespread deregulation of microRNA expression in human prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125b	up-regulated	Northern blot, qRT-PCR etc	2007.0	An androgen-regulated miRNA suppresses Bak1 expression and induces androgen-independent growth of prostate cancer cells.
prostate cancer	DOID_10286	hsa-mir-151	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-21	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-21	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-370	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-182	up-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-182*	up-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-183	up-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-184	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-221	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-221	down-regulated	northern blot, qRT-PCR etc	2009.0	Expression of microRNA-221 is progressively reduced in aggressive prostate cancer and metastasis and predicts clinical recurrence.
prostate cancer	DOID_10286	hsa-mir-222	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-375	up-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-125b	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	miR-21: an androgen receptor-regulated microRNA that promotes hormone-dependent and hormone-independent prostate cancer growth
prostate cancer	DOID_10286	hsa-mir-16	down-regulated	northern blot, qRT-PCR etc	2009.0	Systemic Delivery of Synthetic MicroRNA-16 Inhibits the Growth of Metastatic Prostate Tumors via Downregulation of Multiple Cell-cycle Genes
prostate cancer	DOID_10286	hsa-mir-17-3p	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-17-3p is a prostate tumor suppressor in vitro and in vivo, and is decreased in high grade prostate tumors analyzed by laser capture microdissection
prostate cancer	DOID_10286	hsa-mir-10a	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-10b	up-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-184	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-302c*	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-19b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-25	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-222	up-regulated	northern blot, qRT-PCR etc	2009.0	The role of microRNA-221 and microRNA-222 in androgen-independent prostate cancer
prostate cancer	DOID_10286	hsa-mir-30a-5p	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-30b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-30c	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-30c	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-30c	up-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-373*	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-195	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-218	up-regulated	northern blot, qRT-PCR etc	2009.0	Change in expression of miR-let7c, miR-100, and miR-218 from high grade localized prostate cancer to metastasis.
prostate cancer	DOID_10286	hsa-mir-205	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-31	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-145	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-149	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-16	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-96	up-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-181b	down-regulated	northern blot, qRT-PCR etc	2009.0	Diagnostic and prognostic implications of microRNA profiling in prostate carcinoma.
prostate cancer	DOID_10286	hsa-mir-202	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-26a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-26a	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-26b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-32	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-320	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125b	up-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-125b	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNAs and their potential for translation in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-17-5p	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-100	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
prostate cancer	DOID_10286	hsa-mir-100	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-100	up-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-449a	down-regulated	northern blot, qRT-PCR etc	2009.0	miR-449a targets HDAC-1 and induces growth arrest in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-103	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-126	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-126*	down-regulated	Northern blot, qRT-PCR etc	2007.0	Ectopic expression of miR-126*, an intronic product of the vascular endothelial EGF-like 7 gene, regulates prostein translation and invasiveness of prostate cancer LNCaP cells.
prostate cancer	DOID_10286	hsa-mir-92	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7c	up-regulated	northern blot, qRT-PCR etc	2009.0	Change in expression of miR-let7c, miR-100, and miR-218 from high grade localized prostate cancer to metastasis.
prostate cancer	DOID_10286	hsa-mir-100	up-regulated	northern blot, qRT-PCR etc	2009.0	Change in expression of miR-let7c, miR-100, and miR-218 from high grade localized prostate cancer to metastasis.
prostate cancer	DOID_10286	hsa-mir-141	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-181a-1	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-101	down-regulated	northern blot, qRT-PCR etc	2009.0	Commentary on Genomic loss of microRNA-101 leads to overexpression of histone methyltransferase EZH2 in cancer 
prostate cancer	DOID_10286	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-21 directly targets MARCKS and promotes apoptosis resistance and invasion in prostate cancer cells.
prostate cancer	DOID_10286	hsa-mir-221	up-regulated	northern blot, qRT-PCR etc	2009.0	The role of microRNA-221 and microRNA-222 in androgen-independent prostate cancer
prostate cancer	DOID_10286	hsa-mir-27a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-27a	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-27b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-27b	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-296	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-101	down-regulated	northern blot, qRT-PCR etc	2009.0	Genomic loss of microRNA-101 leads to overexpression of histone methyltransferase EZH2 in cancer.
prostate cancer	DOID_10286	hsa-mir-127	down-regulated	Northern blot, qRT-PCR etc	2006.0	Specific activation of microRNA-127 with downregulation of the proto-oncogene BCL6 by chromatin-modifying drugs in human cancer cells.
prostate cancer	DOID_10286	hsa-mir-148a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-22	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-143	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-210	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-145	down-regulated	Northern blot, qRT-PCR etc	2007.0	Widespread deregulation of microRNA expression in human prostate cancer.
prostate cancer	DOID_10286	hsa-mir-145	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA profile analysis of human prostate cancers.
prostate cancer	DOID_10286	hsa-mir-15a	down-regulated	Northern blot, qRT-PCR etc	2008.0	The miR-15a-miR-16-1 cluster controls prostate cancer by targeting multiple oncogenic activities.
prostate cancer	DOID_10286	hsa-mir-16-1	down-regulated	Northern blot, qRT-PCR etc	2008.0	The miR-15a-miR-16-1 cluster controls prostate cancer by targeting multiple oncogenic activities.
prostate cancer	DOID_10286	hsa-mir-221	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA profile analysis of human prostate cancers.
prostate cancer	DOID_10286	hsa-mir-222	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA profile analysis of human prostate cancers.
prostate cancer	DOID_10286	hsa-mir-29a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-491	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-92-2	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-34a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Effects of miR-34a on cell growth and chemoresistance in prostate cancer PC3 cells.
prostate cancer	DOID_10286	hsa-mir-345	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-221	down-regulated	Northern blot, qRT-PCR etc	2007.0	miR-221 and miR-222 expression affects the proliferation potential of human prostate carcinoma cell lines by targeting p27Kip1.
prostate cancer	DOID_10286	hsa-mir-222	down-regulated	Northern blot, qRT-PCR etc	2007.0	miR-221 and miR-222 expression affects the proliferation potential of human prostate carcinoma cell lines by targeting p27Kip1.
prostate cancer	DOID_10286	hsa-mir-23b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA profile analysis of human prostate cancers.
prostate cancer	DOID_10286	hsa-mir-198	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-199b	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-222	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-214	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-521	up-regulated	Northern blot, qRT-PCR etc	2008.0	Radiation modulation of microRNA in prostate cancer cell lines.
prostate cancer	DOID_10286	hsa-mir-497	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-498	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-503	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-513	up-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-99a	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-29b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-29b-2	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-205	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-199a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-199a*	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-191	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-191	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-223	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-224	up-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-145	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-145	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-146a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Loss of mir-146a function in hormone-refractory prostate cancer.
prostate cancer	DOID_10286	hsa-mir-221	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-106a	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-20a	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-16	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-199a-1	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-99b	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-181b-1	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
prostate cancer	DOID_10286	hsa-mir-23a	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-23b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-15a-2	up-regulated	microarray	2008.0	Expression of microRNAs and protein-coding genes associated with perineural invasion in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7c	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
prostate cancer	DOID_10286	hsa-let-7c	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-mir-195	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7f	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7b	down-regulated	microarray	2007.0	MicroRNA expression profiling in prostate cancer.
prostate cancer	DOID_10286	hsa-let-7c	down-regulated	Northern blot, qRT-PCR etc	2007.0	Widespread deregulation of microRNA expression in human prostate cancer.
psoriasis	DOID_9088	hsa-mir-146a	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-let-7e	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-133b	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-10a	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-30e-5p	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-31	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-200a	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-30c	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-203	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-326	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-125b	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-100	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-146b	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-122a	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-141	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-17-5p	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-22	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-142-3p	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-197	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-215	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
